,Unnamed: 0.1,Unnamed: 0,epoch,train_loss,test_loss,train_r2,test_r2
0,0,0,1,1867269.625,707.1810913085938,-819480.9354022652,-1696.079007029449
1,1,1,2,581.244873046875,33.8939094543457,-259.45466874451006,-80.33793132992973
2,2,2,3,42.18508529663086,8.488356590270996,-17.620165356860785,-19.370190621415635
3,3,3,4,14.613198280334473,14.496695518493652,-5.414157241894153,-33.78887917307964
4,4,4,5,8.35460376739502,7.815389156341553,-2.742932015037191,-17.7552149589314
5,5,5,6,4.068989276885986,1.190757155418396,-0.7567573668955454,-1.857555215096371
6,6,6,7,0.6678889989852905,0.6628544926643372,0.7034414439361385,-0.5907049563115405
7,7,7,8,5.138052463531494,1.2870533466339111,-1.166930604928171,-2.08864491523838
8,8,8,9,3.6015613079071045,1.9177923202514648,-0.5984998294173349,-3.602279893336581
9,9,9,10,10.672658920288086,0.4432404637336731,-3.5136664867707337,-0.0636797244938338
10,10,10,11,6.502631187438965,6.216567039489746,-1.937334720991733,-13.918393730785755
11,11,11,12,3.3360729217529297,3.7080812454223633,-0.4989359912623037,-7.89857951166775
12,12,12,13,1.6840370893478394,2.012364387512207,0.2382744694787433,-3.829232330049692
13,13,13,14,0.9156332015991212,1.0193606615066528,0.5921127365953124,-1.446241501846672
14,14,14,15,0.5367535948753357,0.6216573715209961,0.7599384743940536,-0.4918410202093073
15,15,15,16,0.3551293909549713,0.3493558764457702,0.8380588951264037,0.1616227578636788
16,16,16,17,0.2434974014759063,0.2837964594364166,0.8899887969707064,0.3189508970456595
17,17,17,18,0.213819533586502,0.2231423705816269,0.907244261710558,0.4645074158659563
18,18,18,19,0.1989762634038925,0.2079700231552124,0.9103487431932836,0.5009176438083192
19,19,19,20,0.1925890445709228,0.209763690829277,0.9158643788185908,0.4966132899040044
20,20,20,21,0.1863893717527389,0.2278980463743209,0.9171354024342864,0.453094755477777
21,21,21,22,0.1770677864551544,0.2027764320373535,0.9226202481433772,0.5133811637161547
22,22,22,23,0.1642115414142608,0.1921830177307129,0.928437289928043,0.5388030116757621
23,23,23,24,0.159046933054924,0.1890718191862106,0.9299729154791004,0.5462692186629072
24,24,24,25,0.1605157107114792,0.1863780915737152,0.930435340249756,0.5527335455568052
25,25,25,26,0.1554876118898391,0.1868717670440673,0.9317084720289978,0.5515488541195357
26,26,26,27,0.1531439274549484,0.1906281262636184,0.933813721626212,0.5425344145350339
27,27,27,28,0.1503399163484573,0.1839946210384369,0.9343429446412682,0.5584533407974817
28,28,28,29,0.1434818655252456,0.1815631836652755,0.9370802041743646,0.5642882649675892
29,29,29,30,0.1421427875757217,0.1788052916526794,0.9374730451311182,0.5709065852722803
30,30,30,31,0.1409168094396591,0.1795368641614914,0.9372944129947872,0.569151001262004
31,31,31,32,0.1430095583200454,0.1763949394226074,0.937307179528573,0.5766909253764527
32,32,32,33,0.1401379108428955,0.1723162978887558,0.9376803620646272,0.5864787641166738
33,33,33,34,0.1376032680273056,0.1745898872613906,0.9396923472207076,0.58102270213483
34,34,34,35,0.1321196556091308,0.168556660413742,0.9411156943824672,0.5955010680490693
35,35,35,36,0.1306149214506149,0.1677394360303878,0.9429223677968952,0.5974622527128748
36,36,36,37,0.1308599412441253,0.1756396442651748,0.9426834952201302,0.5785034517238179
37,37,37,38,0.1268115490674972,0.1644267737865448,0.9440862872818284,0.6054118803344373
38,38,38,39,0.1196484118700027,0.1584681421518325,0.9464355665006468,0.6197112810817516
39,39,39,40,0.1183493807911872,0.1598463207483291,0.947977564681841,0.6164039721232548
40,40,40,41,0.115581139922142,0.154237151145935,0.9501185691152912,0.6298647543807887
41,41,41,42,0.120677150785923,0.1513390690088272,0.9466642446166996,0.6368195218625874
42,42,42,43,0.1180264800786972,0.1566394865512848,0.9488559770098562,0.6240996780757058
43,43,43,44,0.1112263053655624,0.1465244889259338,0.9508810471708128,0.6483734256727001
44,44,44,45,0.1168338730931282,0.1574548482894897,0.9491632211156152,0.6221429655505363
45,45,45,46,0.1177838668227195,0.141692966222763,0.9478525972972588,0.65996803344474
46,46,46,47,0.1083738654851913,0.1878825277090072,0.9539053814450232,0.5491232409428957
47,47,47,48,0.1186811104416847,0.1523733735084533,0.9477612802100728,0.6343374324318987
48,48,48,49,0.1059240847826004,0.1359302401542663,0.9534291648174374,0.6737973024810089
49,49,49,50,0.0954717993736267,0.1460213959217071,0.9584156407215204,0.6495807521274497
50,50,50,51,0.1074864491820335,0.140262171626091,0.9537454085728244,0.6634016732996801
51,51,51,52,0.1062342599034309,0.1284444332122802,0.9534278489951856,0.6917616184079418
52,52,52,53,0.0975027307868003,0.1539203226566314,0.9574747130046508,0.6306250593845029
53,53,53,54,0.1232187375426292,0.152097001671791,0.946790736322628,0.6350006476487413
54,54,54,55,0.1029020398855209,0.1361663788557052,0.955808710157738,0.6732306149271299
55,55,55,56,0.0881455764174461,0.1211039796471595,0.961447352527708,0.7093770733886101
56,56,56,57,0.0893067941069603,0.1334358751773834,0.9606758013068544,0.6797832468321615
57,57,57,58,0.1141738072037696,0.1361385732889175,0.9499386586123808,0.6732973572640786
58,58,58,59,0.1071079298853874,0.192682683467865,0.9529155697633837,0.5376039114333374
59,59,59,60,0.1381738036870956,0.131208524107933,0.9399519289960068,0.6851284031030604
60,60,60,61,0.0891977101564407,0.1503195315599441,0.9603693680650056,0.6392661739019081
61,61,61,62,0.1481187045574188,0.2783835828304291,0.9354015825611736,0.3319406124661967
62,62,62,63,0.5664524435997009,0.3513646721839905,0.7487014744989966,0.1568019914935347
63,63,63,64,0.206945925951004,0.1939601004123687,0.9094907071763008,0.5345384275338356
64,64,64,65,0.1694801300764084,0.1157300397753715,0.9255927813860654,0.7222733796093428
65,65,65,66,0.1254585683345794,0.0975182875990867,0.9448746059289672,0.7659775503558546
66,66,66,67,0.0999059006571769,0.1055686250329017,0.9563088826983132,0.7466585232807297
67,67,67,68,0.1450117826461792,0.1700188517570495,0.935640292002792,0.591992124708898
68,68,68,69,0.1595558375120163,0.1278261542320251,0.9300579499251664,0.693245337608853
69,69,69,70,0.0913328602910041,0.1668895184993744,0.960436220174136,0.5995018341252901
70,70,70,71,0.3313187658786773,0.5599069595336914,0.8541508961888196,-0.3436536037671729
71,71,71,72,0.3463537693023681,0.0939765647053718,0.8477876611918543,0.7744769148508146
72,72,72,73,0.0912080258131027,0.1595883518457412,0.9607556922359192,0.6170230411563857
73,73,73,74,0.0901504829525947,0.1005223244428634,0.9596799169275472,0.7587685214676001
74,74,74,75,0.0778976306319236,0.0896920263767242,0.965641054762937,0.7847588565022559
75,75,75,76,0.0670154243707656,0.1518733352422714,0.970940343843214,0.6355373870182585
76,76,76,77,1.0651363134384155,4.888786315917969,0.5459940074729852,-10.732012513188332
77,77,77,78,3.0847983360290527,0.3486835062503814,-0.3828713554906697,0.1632362414742741
78,78,78,79,3.33055067062378,1.0381046533584597,-0.4493895416572977,-1.4912229117209144
79,79,79,80,1.884973406791687,1.584731936454773,0.1651208369439198,-2.8030082347605894
80,80,80,81,0.8868846893310547,1.052726984024048,0.6132316388007563,-1.5263133137077998
81,81,81,82,0.4847367405891418,0.5075332522392273,0.7865077747225864,-0.2179681712092198
82,82,82,83,0.2914062440395355,0.3085395097732544,0.8685443757030263,0.2595730726567193
83,83,83,84,0.1911104023456573,0.1453449726104736,0.9162453218652395,0.6512040277375963
84,84,84,85,0.1173531934618949,0.1145171895623207,0.9489349772171368,0.7251839433369998
85,85,85,86,0.090248979628086,0.1020091772079467,0.9602601299350044,0.7552004276450333
86,86,86,87,0.0677680373191833,0.0822512805461883,0.9699690458117866,0.8026150187321155
87,87,87,88,0.0557419694960117,0.0740164518356323,0.9756601070350532,0.8223767871802773
88,88,88,89,0.0493351519107818,0.0693128108978271,0.9788930384985696,0.8336644957885074
89,89,89,90,0.0463284142315387,0.0646252408623695,0.9797613617220758,0.8449136256452549
90,90,90,91,0.0422149486839771,0.0699486806988716,0.9818372902980372,0.8321385360881416
91,91,91,92,0.0435115694999694,0.0666397213935852,0.9812253515685496,0.8400793195075337
92,92,92,93,0.0420999191701412,0.0610669329762458,0.9814920168003548,0.8534527843828075
93,93,93,94,0.0409185998141765,0.0678195431828498,0.982019698645599,0.8372480077603335
94,94,94,95,0.0412697717547416,0.0565455481410026,0.9820831628006242,0.8643031228934492
95,95,95,96,0.0338041223585605,0.0543649941682815,0.9854427582831948,0.8695359678859569
96,96,96,97,0.0366557650268077,0.0525611378252506,0.983584346323818,0.8738648343843008
97,97,97,98,0.037140604108572,0.0563193745911121,0.9839098471514096,0.8648458796528474
98,98,98,99,0.0347593761980533,0.0576407201588153,0.9847719750475232,0.8616749462072009
99,99,99,100,0.0328192673623561,0.0532254539430141,0.9856515648819878,0.8722706161515273
100,100,100,101,0.0312535502016544,0.0530876629054546,0.9863070655793328,0.8726012866533649
101,101,101,102,0.0304125379770994,0.0444855131208896,0.986675357109742,0.8932445461926548
102,102,102,103,0.028888251632452,0.0432096347212791,0.9871263631660931,0.8963063818443251
103,103,103,104,0.0268523432314395,0.0405709259212017,0.9882141886519148,0.9026386924339892
104,104,104,105,0.0281326752156019,0.0388056635856628,0.9877001770723932,0.9068749384672852
105,105,105,106,0.0257711708545684,0.0391136147081851,0.9884883718516556,0.9061359179690688
106,106,106,107,0.0316165685653686,0.0375227592885494,0.9859357443350292,0.9099536223474172
107,107,107,108,0.0277310814708471,0.0378486663103103,0.987976506100073,0.909171513588078
108,108,108,109,0.0262653268873691,0.0373685210943222,0.9883517592559122,0.910323771724612
109,109,109,110,0.0233570672571659,0.0345788933336734,0.9897950871405878,0.917018266147302
110,110,110,111,0.0205726642161607,0.0315299518406391,0.99088808288955,0.9243350524641566
111,111,111,112,0.0203948765993118,0.0311292875558137,0.9911201807783492,0.9252965627076096
112,112,112,113,0.0197967570275068,0.0311499740928411,0.9913269854742984,0.9252469191848044
113,113,113,114,0.0193024780601263,0.0297404676675796,0.991522905551802,0.9286294139769397
114,114,114,115,0.024672869592905,0.0270537827163934,0.9891401892946364,0.9350768743724936
115,115,115,116,0.0223953984677791,0.0264750253409147,0.990062643346462,0.9364657586295544
116,116,116,117,0.0182372629642486,0.0298719890415668,0.992051040968865,0.928313792584235
117,117,117,118,0.0192544776946306,0.0243844576179981,0.9916266129248482,0.9414826625905806
118,118,118,119,0.0165159981697797,0.0234271585941314,0.992744995674287,0.9437799671670304
119,119,119,120,0.0176512710750103,0.0292043127119541,0.9922204766504206,0.9299160695052492
120,120,120,121,0.0191355925053358,0.0226281210780143,0.991538082970284,0.9456974878378857
121,121,121,122,0.0134275648742914,0.0208118055015802,0.99422482496407,0.9500562423616126
122,122,122,123,0.0175443589687347,0.0385616458952426,0.9923922637307884,0.9074605243980016
123,123,123,124,0.0316878817975521,0.3159627318382263,0.9861112252733772,0.2417589578606421
124,124,124,125,1.2443090677261353,0.7446943521499634,0.4317405083370793,-0.787102813389368
125,125,125,126,0.4477551281452179,0.1818383783102035,0.803084274530218,0.5636278608879592
126,126,126,127,1.0031355619430542,2.252058506011963,0.5559584398896351,-4.404445146962848
127,127,127,128,1.0434657335281372,0.6810563802719116,0.5364529827335714,-0.6343854731519498
128,128,128,129,0.6890726685523987,0.8468865752220154,0.7042261350248777,-1.032341521612925
129,129,129,130,0.5110946297645569,0.5674161314964294,0.772842085932433,-0.3616739825740234
130,130,130,131,0.308497667312622,0.1036239191889762,0.8652937615078801,0.7513253734240755
131,131,131,132,0.1624860614538192,0.0305683892220258,0.9280605128836856,0.9266425863332888
132,132,132,133,0.0775512978434562,0.0493025183677673,0.9662626235369042,0.8816847895049351
133,133,133,134,0.0389167256653308,0.0716227740049362,0.9828617433254552,0.8281210995515984
134,134,134,135,0.0315304733812809,0.0285164900124073,0.986004984696419,0.9315666939893388
135,135,135,136,0.0211038552224636,0.0206050425767898,0.9907075189344804,0.9505524285460212
136,136,136,137,0.0138393435627222,0.0182274486869573,0.9939422854313232,0.956258130611538
137,137,137,138,0.011527338065207,0.0155132357031106,0.9949665010951406,0.962771643687583
138,138,138,139,0.010010871104896,0.0147608332335948,0.995667553745716,0.9645772437151976
139,139,139,140,0.0095687974244356,0.0140306074172258,0.9958317967893736,0.9663296261211696
140,140,140,141,0.0093235243111848,0.0147055424749851,0.9958933650855092,0.9647099327904192
141,141,141,142,0.0129105001688003,0.0199535898864269,0.9943084051053612,0.952115771849154
142,142,142,143,0.0133675318211317,0.0216683596372604,0.9941353129191652,0.948000702725644
143,143,143,144,0.0125046661123633,0.0175322573632001,0.9944840138049666,0.9579264364660746
144,144,144,145,0.0110023617744445,0.0111371437087655,0.995193638324574,0.973273305257186
145,145,145,146,0.0082281325012445,0.0136070530861616,0.99637280767858,0.9673460649226197
146,146,146,147,0.0098510812968015,0.0146489329636096,0.9957384581793494,0.9648457825332972
147,147,147,148,0.0086041530594229,0.0125451050698757,0.9962895441213409,0.9698945039860366
148,148,148,149,0.0080973040312528,0.0130290649831295,0.9964529384425588,0.9687331105845448
149,149,149,150,0.008542058058083,0.0140022430568933,0.9962563066243444,0.9663976935947328
150,150,150,151,0.0093372678384184,0.0184133648872375,0.995991312942282,0.955811972735766
151,151,151,152,0.0095304055139422,0.0122310081496834,0.9958293040036073,0.9706482704502954
152,152,152,153,0.008000292815268,0.0105641856789588,0.9964841526935004,0.9746482779985988
153,153,153,154,0.0064205853268504,0.0077893282286822,0.9972055682273112,0.9813073246293536
154,154,154,155,0.0063665830530226,0.0122985402122139,0.9971924195568438,0.9704862080075382
155,155,155,156,0.0073230010457336,0.0183768477290868,0.9968417727458158,0.9558996080178832
156,156,156,157,0.0273270588368177,0.0387522615492343,0.9879224832622976,0.9070030942829702
157,157,157,158,0.0473872236907482,0.0605161748826503,0.9796724967732168,0.8547744948106079
158,158,158,159,0.0542300306260585,0.048370111733675,0.9761647039972836,0.8839223677683635
159,159,159,160,0.0267937798053026,0.0068199303932487,0.9879377185631216,0.9836336678881408
160,160,160,161,0.0374993942677974,0.1220305785536766,0.9843473096933876,0.7071534478008812
161,161,161,162,0.1806108653545379,0.1646244972944259,0.920918760777173,0.6049374134729284
162,162,162,163,0.069504901766777,0.0291871801018714,0.9685655654613952,0.929957191560026
163,163,163,164,0.0511331781744957,0.0132268443703651,0.977224618814976,0.9682584828571086
164,164,164,165,0.0112621365115046,0.015556139871478,0.9951159495439336,0.9626686862865836
165,165,165,166,0.0076554580591619,0.018439594656229,0.9967286036976972,0.9557490246130248
166,166,166,167,0.0251396168023347,0.0312767177820205,0.9891741027979732,0.9249427562981876
167,167,167,168,0.0247902292758226,0.0139434561133384,0.9891398782425188,0.9665387700892372
168,168,168,169,0.007927406579256,0.0061239502392709,0.9965221360258396,0.9853038662332236
169,169,169,170,0.0033597748260945,0.0072941584512591,0.9985490964975476,0.9824956251544242
170,170,170,171,0.0112290363758802,0.0364207699894905,0.995182689552454,0.9125981620514652
171,171,171,172,0.3503089547157287,1.7871344089508057,0.8542683511211284,-3.288729597804852
172,172,172,173,1.8375064134597776,0.3885100185871124,0.1770168893040545,0.0676614199516597
173,173,173,174,0.4731795787811279,0.5697178244590759,0.788513026498048,-0.3671975747827218
174,174,174,175,0.3287659287452698,0.7369467616081238,0.8554168136738849,-0.7685100855131857
175,175,175,176,0.2909534275531769,0.1974457651376724,0.8721819280200102,0.5261735649393112
176,176,176,177,0.1204808801412582,0.043430395424366,0.94631996742681,0.8957766031056014
177,177,177,178,0.0832759365439415,0.0083000650629401,0.9631186582576864,0.9800816686111068
178,178,178,179,0.0425780043005943,0.0150670353323221,0.9813401436634628,0.9638424272956204
179,179,179,180,0.0271894447505474,0.007592424750328,0.988403299358386,0.9817798490412633
180,180,180,181,0.0136390049010515,0.0121285030618309,0.9941576176696978,0.9708942592390236
181,181,181,182,0.0087605528533458,0.0137821119278669,0.9961811766200708,0.9669259608049048
182,182,182,183,0.0068455762229859,0.0059119244106113,0.9970215930622008,0.985812681398578
183,183,183,184,0.0040700202807784,0.0043572853319346,0.9981747724825716,0.9895434738139594
184,184,184,185,0.0033668053802102,0.0041305450722575,0.9985375029958948,0.9900876000655408
185,185,185,186,0.003431188641116,0.0060144830495119,0.9985036452038404,0.9855665629105004
186,186,186,187,0.0032550862524658,0.0037578104529529,0.9985575192903188,0.990982081049978
187,187,187,188,0.0026413139421492,0.0038669717032462,0.9988606201914793,0.990720118416637
188,188,188,189,0.0026201871223747,0.0036709085106849,0.9988526595408213,0.9911906268646824
189,189,189,190,0.0027460672426968,0.0041283234022557,0.9987943791188384,0.9900929328132924
190,190,190,191,0.0025608714204281,0.0037021837197244,0.9988704291485212,0.9911155733567936
191,191,191,192,0.0024559458252042,0.0032904942054301,0.998914663459814,0.9921035378072772
192,192,192,193,0.0022847384680062,0.0031916841398924,0.9989865906755746,0.9923406603365268
193,193,193,194,0.0022841715253889,0.0040580951608717,0.99901714105795,0.990261464279472
194,194,194,195,0.0023961975239217,0.0031695172656327,0.998933997293783,0.992393855927422
195,195,195,196,0.002147281775251,0.0030364093836396,0.999064931508466,0.9927132849597952
196,196,196,197,0.0021042944863438,0.0029552089981734,0.9990811716740158,0.9929081476276428
197,197,197,198,0.0021491083316504,0.0032452067825943,0.9990624012389192,0.99221221737572
198,198,198,199,0.0026223547756671,0.0051422379910945,0.9988258996833134,0.987659759680394
199,199,199,200,0.0029073189944028,0.0034015667624771,0.9986985024061908,0.9918369871410486
200,200,200,201,0.002400181023404,0.002742416691035,0.9989544953954222,0.99341880296853
201,201,201,202,0.001837596297264,0.0025435369461774,0.9992037542697598,0.993896070789847
202,202,202,203,0.0020220014266669,0.0026986591983586,0.9991013044733864,0.9935238109520652
203,203,203,204,0.0016376206185668,0.0023633746895939,0.9992847088004428,0.9943284206637728
204,204,204,205,0.0017587507609277,0.002916628262028,0.9992364374504478,0.9930007335118743
205,205,205,206,0.002123249694705,0.0022764669265598,0.999056653822542,0.9945369802608496
206,206,206,207,0.0017833049641922,0.0021810494363307,0.9992220657665878,0.9947659608416192
207,207,207,208,0.0017736902227625,0.0026405858807265,0.9992294054123352,0.9936631742824688
208,208,208,209,0.0021136831492185,0.0020971414633095,0.9990508074245064,0.9949673218262428
209,209,209,210,0.0013924437807872,0.0021399708930402,0.9993848276715468,0.9948645403438668
210,210,210,211,0.0024154724087566,0.0035141082480549,0.9989671295718277,0.9915669127848808
211,211,211,212,0.001977325649932,0.00385028636083,0.9991397185155596,0.9907601588133864
212,212,212,213,0.0030165787320584,0.0023942231200635,0.998638094863946,0.994254391112104
213,213,213,214,0.00146951735951,0.0027314114850014,0.9993598273729096,0.9934452122427474
214,214,214,215,0.002693765098229,0.0062914406880736,0.9988305071414548,0.984901925482982
215,215,215,216,0.0203561782836914,0.0661941766738891,0.9914484036348444,0.8411485308751707
216,216,216,217,0.1145426705479621,0.021439915522933,0.9488637112382784,0.9485489189412448
217,217,217,218,0.0282610021531581,0.0182816181331872,0.9876185025072474,0.9561281329585328
218,218,218,219,0.007196539081633,0.0128391254693269,0.9968535355012104,0.9691889230379136
219,219,219,220,0.0942413136363029,0.2665287852287292,0.9605234317709676,0.3603895453678166
220,220,220,221,0.1300524920225143,0.0234994553029537,0.9421291619686536,0.9436064716630902
221,221,221,222,0.053544282913208,0.0198162961751222,0.9759168057322328,0.952445248102247
222,222,222,223,0.0964577123522758,0.1043643802404403,0.958024351823567,0.7495484467489653
223,223,223,224,0.0464132167398929,0.0413694977760314,0.9794531986438,0.900722304524557
224,224,224,225,0.0204311348497867,0.0244310609996318,0.9912278558057074,0.941370825266556
225,225,225,226,0.0092935310676693,0.0178545247763395,0.9959303229276764,0.9571530674601242
226,226,226,227,0.0472158528864383,0.0608627274632453,0.9794801152630316,0.8539428386512715
227,227,227,228,0.0242645870894193,0.0199992284178733,0.9892776677629748,0.95200624530515
228,228,228,229,0.0115524334833025,0.0147702610120177,0.9949896804166516,0.9645546196065214
229,229,229,230,0.0065539926290512,0.0017746516969054,0.9970528875249556,0.9957412260976246
230,230,230,231,0.0039505180902779,0.0088934646919369,0.9983126004800362,0.9786576419132292
231,231,231,232,0.0044137802906334,0.0028212184552103,0.9980765111764748,0.9932296960350372
232,232,232,233,0.0043162214569747,0.0050040446221828,0.9981415856611028,0.9879913936283
233,233,233,234,0.0025238373782485,0.0014820878859609,0.9988766253297662,0.9964433150494176
234,234,234,235,0.0010868005920201,0.0015159333124756,0.9995222411730574,0.996362093020243
235,235,235,236,0.0018639013869687,0.005051543470472,0.9992164591558592,0.9878774061722754
236,236,236,237,0.0125015070661902,0.0401914939284324,0.9946986428117052,0.9035492498233096
237,237,237,238,0.2317224442958831,0.5017859935760498,0.9012303310631616,-0.2041760124377423
238,238,238,239,0.2173064947128296,0.0925879925489425,0.9014755466344376,0.7778091756807637
239,239,239,240,0.1198625192046165,0.2094034850597381,0.9477614113579924,0.4974776766881413
240,240,240,241,0.1085688918828964,0.1010132655501365,0.952083248578062,0.7575903724555512
241,241,241,242,1.3478492498397827,0.4525357484817505,0.3987828136133489,-0.085986299945342
242,242,242,243,0.7055177688598633,0.9522911906242372,0.6858677429043365,-1.2852892840814838
243,243,243,244,0.4758548736572265,0.1320574134588241,0.7928836354617319,0.683091260570883
244,244,244,245,0.285588651895523,0.199259951710701,0.8766389971937636,0.52181992689984
245,245,245,246,0.1607424467802047,0.1768537610769271,0.9295010343559508,0.5755898542194484
246,246,246,247,0.1062000170350074,0.0103082610294222,0.9538983464414256,0.9752624403740574
247,247,247,248,0.0458675622940063,0.0680569782853126,0.9799662190873256,0.8366782166006704
248,248,248,249,0.0383529625833034,0.0436005741357803,0.9833918359010604,0.8953682081097789
249,249,249,250,0.0187864247709512,0.0097791049629449,0.991866939507016,0.9765322987015208
250,250,250,251,0.0085973171517252,0.0047978586517274,0.996259406945042,0.9884861939130828
251,251,251,252,0.0050538792274892,0.0021434328518807,0.9977414270323838,0.9948562323811408
252,252,252,253,0.0041360673494637,0.0035155089572072,0.9982243871756868,0.9915635513305416
253,253,253,254,0.0026786248199641,0.0033673229627311,0.9988683625579864,0.9919191657571476
254,254,254,255,0.0016327040502801,0.001788642257452,0.9992797597758268,0.9957076518763704
255,255,255,256,0.0016472258139401,0.0015178536996245,0.9992720990901066,0.9963574851560996
256,256,256,257,0.0040420410223305,0.0035170072223991,0.998227710823428,0.9915599558622972
257,257,257,258,0.0016471438575536,0.0014747800305485,0.9992645966376984,0.9964608518976428
258,258,258,259,0.0024434274528175,0.0028183106333017,0.9989438829575958,0.9932366739094256
259,259,259,260,0.0017749812686815,0.0015059531433507,0.9992019058228448,0.9963860438898068
260,260,260,261,0.0012196188326925,0.0011897300137206,0.9994841512472172,0.997144909810884
261,261,261,262,0.0007478393381461,0.0006616812315769,0.9996710994296656,0.9984121105398956
262,262,262,263,0.0005254190764389,0.0014587451005354,0.999772753401908,0.9964993322558096
263,263,263,264,0.006636306643486,0.0265173837542533,0.9972354461898958,0.9363641096431552
264,264,264,265,0.154048278927803,0.4989762306213379,0.9355801718960092,-0.1974333193642641
265,265,265,266,0.4989759624004364,0.0491431057453155,0.7747248591963449,0.882067353471908
266,266,266,267,0.1254265457391739,0.140406534075737,0.9453377683369814,0.663055205568154
267,267,267,268,0.0727044194936752,0.0266248006373643,0.9671568389546912,0.9361063352217746
268,268,268,269,0.030110852792859,0.0413424894213676,0.9867229050363844,0.9007871180194594
269,269,269,270,0.0242509953677654,0.0170230604708194,0.9893213627512404,0.959148396001247
270,270,270,271,0.010077254846692,0.0243559423834085,0.9957274007140636,0.941551098138717
271,271,271,272,0.0337799191474914,0.0509600862860679,0.9852737759348044,0.8777069993231548
272,272,272,273,0.0809986367821693,0.07318115234375,0.96441057031277,0.8243813335509862
273,273,273,274,0.0280357804149389,0.0051868832670152,0.9873689627559504,0.9875526210907294
274,274,274,275,0.0179615020751953,0.0132223051041364,0.9921785930536776,0.968269374315747
275,275,275,276,0.0046527148224413,0.0011071119224652,0.9978786246443464,0.9973431749283108
276,276,276,277,0.0012729614973068,0.0011282450286671,0.9994435560882814,0.9972924601649088
277,277,277,278,0.0006876033730804,0.0006632740842178,0.999695479968918,0.998408287975774
278,278,278,279,0.0009773577330633,0.0030324095860123,0.9995785445598137,0.9927228828861338
279,279,279,280,0.0165398269891738,0.0724006742238998,0.9928485961960744,0.8262543102684091
280,280,280,281,0.5290305018424988,1.8792717456817627,0.7735056395912152,-3.509838822362074
281,281,281,282,0.9303984642028807,0.1207693293690681,0.5868054502359568,0.7101801869104217
282,282,282,283,0.2251008599996566,0.0848807021975517,0.9010195320898988,0.7963049596470866
283,283,283,284,0.1600810289382934,0.1539748907089233,0.9286011317832462,0.630494098385421
284,284,284,285,0.2327385246753692,0.0505911111831665,0.8974861331764952,0.8785924595087786
285,285,285,286,0.179053395986557,0.1424715518951416,0.9220571419000172,0.6580995815057964
286,286,286,287,0.0924140736460685,0.079226866364479,0.9588686549494236,0.8098729428915623
287,287,287,288,0.065395787358284,0.0516521446406841,0.9718261208004092,0.8760462151988889
288,288,288,289,0.0300594735890626,0.0037509282119572,0.9866723279982542,0.9909985967754906
289,289,289,290,0.0161527041345834,0.0120743224397301,0.992730624788209,0.97102427903002
290,290,290,291,0.0106643652543425,0.0094608282670378,0.9952791669474328,0.977296093666169
291,291,291,292,0.0065412134863436,0.0068172761239111,0.9970657080497028,0.9836400362172534
292,292,292,293,0.0044636097736656,0.005208765156567,0.9980087674888872,0.9875001090670014
293,293,293,294,0.0046079372987151,0.0022869142703711,0.9979363792405762,0.9945119090374992
294,294,294,295,0.0058344765566289,0.0033180085010826,0.9974550732845586,0.9920375094416408
295,295,295,296,0.00190107349772,0.003299084957689,0.9991753972738704,0.9920829219272248
296,296,296,297,0.0021852545905858,0.000773420324549,0.999035832472016,0.9981439612087376
297,297,297,298,0.0005291666602715,0.0006403403822332,0.9997689020218984,0.9984633238268454
298,298,298,299,0.0005017956718802,0.0009724959963932,0.9997834054861316,0.9976662233289632
299,299,299,300,0.0016881398623809,0.0029285287018865,0.9992751437967696,0.9929721751174576
